run_id,plan_version,model,think,track,seed,M1,M2,M3,M5,cost_usd,gen_seconds,exec_seconds,generation_status
claude-haiku-4-5_track-B_seed-42_7cff51,rev_api_b,claude-haiku-4-5,,B,42,1,1,1.0,1,0.07635,120.8649833202362,7.991603374481201,ok
claude-haiku-4-5_track-B_seed-43_0dd9eb,rev_api_b,claude-haiku-4-5,,B,43,1,1,1.0,1,0.067465,110.07171034812927,8.346710681915283,ok
claude-haiku-4-5_track-B_seed-44_809c80,rev_api_b,claude-haiku-4-5,,B,44,1,1,1.0,1,0.056229999999999995,92.86830163002014,8.294904708862305,ok
claude-opus-5_track-B_seed-42_0274e3,rev_api_b,claude-opus-5,,B,42,0,0,0.0,0,0.06684000000000001,22.34114408493042,3.3804399967193604,ok
claude-opus-5_track-B_seed-43_2a79b6,rev_api_b,claude-opus-5,,B,43,1,1,0.938,1,0.056895,22.634300231933594,9.049481630325317,ok
claude-opus-5_track-B_seed-44_685cd8,rev_api_b,claude-opus-5,,B,44,1,1,0.938,1,0.071265,30.10989260673523,21.74054265022278,ok
claude-sonnet-5_track-B_seed-42_1ee604,rev_api_b,claude-sonnet-5,,B,42,1,1,1.0,1,0.097302,64.11323404312134,8.595236778259277,ok
claude-sonnet-5_track-B_seed-43_6e8276,rev_api_b,claude-sonnet-5,,B,43,1,1,0.938,1,0.13855580000000003,98.78466320037842,10.802704572677612,ok
claude-sonnet-5_track-B_seed-44_26123d,rev_api_b,claude-sonnet-5,,B,44,0,0,0.0,0,0.0902458,63.02359080314636,0.720409631729126,ok
gemma4_26b-a4b-it-q4_K_M_think-off_track-B_seed-42_6aa039,rev_off_b,gemma4_26b-a4b-it-q4_K_M,off,B,42,0,0,0.0,0,0.0,47.536771059036255,2.3743367195129395,ok
gemma4_26b-a4b-it-q4_K_M_think-off_track-B_seed-43_81d1d7,rev_off_b,gemma4_26b-a4b-it-q4_K_M,off,B,43,0,0,0.0,0,0.0,25.51705241203308,2.323963165283203,ok
gemma4_26b-a4b-it-q4_K_M_think-off_track-B_seed-44_6c1354,rev_off_b,gemma4_26b-a4b-it-q4_K_M,off,B,44,0,0,0.0,0,0.0,24.048659086227417,2.373765468597412,ok
gemma4_26b-a4b-it-q4_K_M_think-on_track-B_seed-42_343cd1,rev_on_b,gemma4_26b-a4b-it-q4_K_M,on,B,42,1,1,1.0,1,0.0,267.18051314353943,8.188044786453247,ok
gemma4_26b-a4b-it-q4_K_M_think-on_track-B_seed-43_527cfd,rev_on_b,gemma4_26b-a4b-it-q4_K_M,on,B,43,0,0,0.0,0,0.0,230.35840487480164,0.5700316429138184,ok
gemma4_26b-a4b-it-q4_K_M_think-on_track-B_seed-44_8f7352,rev_on_b,gemma4_26b-a4b-it-q4_K_M,on,B,44,1,1,1.0,1,0.0,317.79401540756226,8.243361234664917,ok
gemma4_31b-it-q4_K_M_think-off_track-B_seed-42_43b1e0,rev_off_b,gemma4_31b-it-q4_K_M,off,B,42,0,0,0.0,0,0.0,125.92492008209229,0.7201991081237793,ok
gemma4_31b-it-q4_K_M_think-off_track-B_seed-43_717a28,rev_off_b,gemma4_31b-it-q4_K_M,off,B,43,0,0,0.0,0,0.0,105.69900703430176,0.7193624973297119,ok
gemma4_31b-it-q4_K_M_think-off_track-B_seed-44_af83a6,rev_off_b,gemma4_31b-it-q4_K_M,off,B,44,0,0,0.0,0,0.0,111.73816967010498,0.7205004692077637,ok
glm-4.7-flash_q4_K_M_think-off_track-B_seed-42_848b2e,rev_off_b,glm-4.7-flash_q4_K_M,off,B,42,0,0,0.0,0,0.0,83.82794332504272,0.821068286895752,ok
glm-4.7-flash_q4_K_M_think-off_track-B_seed-43_1a040e,rev_off_b,glm-4.7-flash_q4_K_M,off,B,43,0,0,0.0,0,0.0,34.45840072631836,0.5697271823883057,ok
glm-4.7-flash_q4_K_M_think-off_track-B_seed-44_b47e7d,rev_off_b,glm-4.7-flash_q4_K_M,off,B,44,0,0,0.0,0,0.0,36.45071077346802,0.8705179691314697,ok
glm-4.7-flash_q4_K_M_think-on_track-B_seed-42_63eb42,rev_on_b,glm-4.7-flash_q4_K_M,on,B,42,0,0,0.0,0,0.0,495.36557030677795,1.3201558589935303,ok
glm-4.7-flash_q4_K_M_think-on_track-B_seed-43_f688ef,rev_on_b,glm-4.7-flash_q4_K_M,on,B,43,0,0,0.0,0,0.0,478.2490315437317,0.8705270290374756,ok
glm-4.7-flash_q4_K_M_think-on_track-B_seed-44_d8c636,rev_on_b,glm-4.7-flash_q4_K_M,on,B,44,0,0,0.0,0,0.0,357.9271283149719,0.820037841796875,ok
gpt-oss_20b_think-off_track-B_seed-42_bf2acc,rev_off_b,gpt-oss_20b,off,B,42,0,0,0.0,0,0.0,216.39615035057068,0.7704391479492188,ok
gpt-oss_20b_think-off_track-B_seed-43_4a77c8,rev_off_b,gpt-oss_20b,off,B,43,1,1,1.0,1,0.0,201.34454226493835,8.139549255371094,ok
gpt-oss_20b_think-off_track-B_seed-44_f7b4bf,rev_off_b,gpt-oss_20b,off,B,44,0,0,0.0,0,0.0,149.3437533378601,2.326160430908203,ok
gpt-oss_20b_think-on_track-B_seed-42_781c39,rev_on_b,gpt-oss_20b,on,B,42,0,0,0.0,0,0.0,158.85391569137573,0.7704315185546875,ok
gpt-oss_20b_think-on_track-B_seed-43_8e2e2b,rev_on_b,gpt-oss_20b,on,B,43,0,0,0.0,0,0.0,112.08176732063293,0.7708392143249512,ok
gpt-oss_20b_think-on_track-B_seed-44_2f4bed,rev_on_b,gpt-oss_20b,on,B,44,0,0,0.0,0,0.0,84.91161870956421,0.719977617263794,ok
